qewr,qerwr,asdfsa,2022-07-08 00:36:54.570416979 UTC,adsfasfdsafawefewa
time,x,y,z
25874846244,-901,-63,352
25879846244,-905,-61,351
25884846244,-905,-64,349
25889846244,-908,-66,350
25894846244,-906,-64,354
25899846244,-910,-65,359
25904846244,-906,-72,359
25909846244,-903,-66,364
25914846244,-899,-65,363
25919846244,-905,-70,368
25924846244,-902,-69,366
25929846244,-901,-72,371
25934846244,-899,-68,375
25939846244,-899,-66,375
25944846244,-898,-68,378
25949846244,-900,-62,376
25954846244,-901,-66,373
25959846244,-904,-70,360
25964846244,-904,-76,343
25967338932,-905,-79,362
25972338932,-894,-71,405
25977338932,-892,-72,404
25982338932,-907,-68,375
25987338932,-915,-65,359
25992338932,-908,-68,361
25997338932,-909,-69,367
26002338932,-907,-69,354
26007338932,-909,-72,351
26012338932,-904,-75,355
26017338932,-897,-77,360
26022338932,-894,-74,375
26027338932,-892,-74,383
26032338932,-896,-69,374
26037338932,-900,-67,368
26042338932,-896,-66,368
26047338932,-903,-70,371
26052338932,-900,-70,371
26057338932,-900,-64,373
26062338932,-895,-70,374
26067338932,-899,-72,377
26072338932,-897,-71,376
26077338932,-895,-72,381
26082338932,-897,-71,383
26087338932,-896,-72,383
26092338932,-901,-71,380
26097338932,-898,-71,385
26102338932,-901,-68,382
26107338932,-902,-70,379
26112338932,-904,-67,382
26117338932,-906,-64,378
26122338932,-900,-68,375
26127338932,-902,-65,378
26132338932,-901,-65,372
26137338932,-898,-64,370
26142338932,-899,-65,368
26144862148,-896,-69,374
26149862148,-897,-71,376
26154862148,-901,-66,374
26159862148,-898,-65,374
26164862148,-901,-66,376
26169862148,-900,-67,375
26174862148,-902,-69,375
26179862148,-897,-65,376
26184862148,-901,-65,370
26189862148,-903,-67,372
26194862148,-903,-67,371
26199862148,-900,-62,375
26204862148,-899,-65,375
26209862148,-899,-60,370
26214862148,-897,-64,371
26219862148,-899,-61,377
26224862148,-898,-62,377
26229862148,-899,-65,377
26234862148,-898,-61,377
26239862148,-900,-64,379
26244862148,-899,-62,374
26249862148,-897,-62,379
26254862148,-897,-64,370
26259862148,-898,-61,374
26264862148,-899,-63,369
26269862148,-901,-62,375
26274862148,-901,-65,379
26279862148,-899,-65,379
26284862148,-896,-65,381
26289862148,-899,-63,379
26294862148,-899,-69,377
26299862148,-898,-70,374
26304862148,-900,-66,377
26309862148,-898,-70,376
26314862148,-899,-65,378
26319862148,-898,-67,378
26322385354,-895,-69,379
26327385354,-899,-71,375
26332385354,-900,-68,375
26337385354,-902,-68,378
26342385354,-897,-68,381
26347385354,-900,-71,378
26352385354,-900,-72,383
26357385354,-900,-69,379
26362385354,-900,-67,380
26367385354,-900,-71,382
26372385354,-897,-66,379
26377385354,-898,-68,378
26382385354,-903,-71,382
26387385354,-899,-70,378
26392385354,-902,-69,379
26397385354,-902,-69,380
26402385354,-902,-69,376
26407385354,-900,-72,381
26412385354,-900,-69,384
26417385354,-899,-67,380
26422385354,-899,-71,383
26427385354,-900,-67,382
26432385354,-896,-70,382
26437385354,-894,-71,385
26442385354,-897,-71,384
26447385354,-896,-69,383
26452385354,-892,-68,386
26457385354,-891,-68,387
26462385354,-898,-66,390
26467385354,-899,-66,392
26472385354,-897,-69,389
26477385354,-897,-67,393
26482385354,-903,-63,391
26487385354,-902,-70,391
26492385354,-900,-67,390
26497385354,-904,-71,393
26499939052,-900,-73,387
26504939052,-905,-74,387
26509939052,-908,-74,389
26514939052,-911,-68,384
26519939052,-910,-72,387
26524939052,-908,-70,384
26529939052,-908,-68,378
26534939052,-904,-70,380
26539939052,-903,-69,381
26544939052,-899,-68,379
26549939052,-897,-67,385
26554939052,-892,-67,385
26559939052,-895,-65,381
26564939052,-892,-64,385
26569939052,-892,-63,384
26574939052,-891,-71,381
26579939052,-888,-68,382
26584939052,-889,-67,394
26589939052,-884,-71,393
26594939052,-885,-75,401
26599939052,-888,-69,398
26604939052,-894,-57,394
26609939052,-902,-53,385
26614939052,-908,-61,344
26619939052,-911,-65,306
26624939052,-901,-73,312
26629939052,-891,-67,365
26634939052,-880,-63,404
26639939052,-879,-64,407
26644939052,-884,-73,396
26649939052,-888,-69,405
26654939052,-891,-72,410
26659939052,-891,-69,402
26664939052,-891,-72,404
26669939052,-888,-68,407
26674939052,-894,-63,387
26677462284,-904,-64,369
26682462284,-895,-54,375
26687462284,-893,-60,366
26692462284,-896,-62,357
26697462284,-887,-66,375
26702462284,-884,-70,382
26707462284,-882,-68,392
26712462284,-882,-72,394
26717462284,-886,-67,396
26722462284,-888,-66,396
26727462284,-892,-66,398
26732462284,-893,-64,403
26737462284,-895,-64,400
26742462284,-895,-63,401
26747462284,-895,-67,404
26752462284,-895,-65,406
26757462284,-893,-73,405
26762462284,-893,-68,405
26767462284,-893,-69,406
26772462284,-894,-70,404
26777462284,-894,-70,403
26782462284,-896,-66,399
26787462284,-893,-70,398
26792462284,-893,-65,390
26797462284,-890,-69,389
26802462284,-891,-67,389
26807462284,-888,-65,388
26812462284,-886,-64,388
26817462284,-884,-70,388
26822462284,-882,-71,394
26827462284,-884,-72,393
26832462284,-883,-70,392
26837462284,-883,-71,399
26842462284,-885,-70,404
26847462284,-888,-73,400
26852462284,-888,-69,404
26855015982,-892,-71,403
26860015982,-891,-74,402
26865015982,-893,-68,401
26870015982,-890,-72,403
26875015982,-893,-73,406
26880015982,-892,-70,406
26885015982,-891,-72,406
26890015982,-891,-72,408
26895015982,-891,-71,406
26900015982,-891,-71,406
26905015982,-889,-71,407
26910015982,-890,-69,406
26915015982,-890,-70,399
26920015982,-891,-71,392
26925015982,-893,-73,377
26930015982,-885,-71,411
26935015982,-883,-71,441
26940015982,-886,-68,421
26945015982,-900,-63,399
26950015982,-901,-66,396
26955015982,-895,-66,396
26960015982,-895,-64,395
26965015982,-892,-71,386
26970015982,-891,-69,392
26975015982,-888,-71,398
26980015982,-884,-72,399
26985015982,-888,-70,397
26990015982,-887,-73,397
26995015982,-890,-73,396
27000015982,-889,-63,395
27005015982,-888,-67,395
27010015982,-887,-66,397
27015015982,-889,-65,397
27020015982,-888,-67,400
27025015982,-886,-71,401
27030015982,-887,-67,400
27032600234,-886,-67,405
27037600234,-887,-69,401
27042600234,-886,-67,401
27047600234,-886,-70,401
27052600234,-888,-68,403
27057600234,-887,-68,406
27062600234,-889,-69,406
27067600234,-892,-68,403
27072600234,-889,-65,403
27077600234,-892,-69,402
27082600234,-892,-65,399
27087600234,-893,-68,398
27092600234,-889,-70,399
27097600234,-891,-66,396
27102600234,-890,-69,400
27107600234,-889,-67,400
27112600234,-888,-71,396
27117600234,-888,-72,399
27122600234,-890,-68,398
27127600234,-889,-68,400
27132600234,-890,-72,400
27137600234,-889,-70,400
27142600234,-891,-69,401
27147600234,-891,-68,401
27152600234,-891,-70,401
27157600234,-891,-64,401
27162600234,-889,-66,400
27167600234,-890,-68,402
27172600234,-889,-69,402
27177600234,-891,-71,404
27182600234,-887,-66,404
27187600234,-888,-69,401
27192600234,-890,-64,404
27197600234,-891,-65,401
27202600234,-889,-74,400
27207600234,-890,-70,398
27210062400,-888,-70,407
27215062400,-888,-70,397
27220062400,-891,-68,398
27225062400,-889,-71,398
27230062400,-888,-71,398
27235062400,-887,-71,399
27240062400,-889,-64,399
27245062400,-889,-71,400
27250062400,-890,-69,398
27255062400,-890,-68,399
27260062400,-891,-71,401
27265062400,-890,-68,398
27270062400,-889,-66,401
27275062400,-889,-68,401
27280062400,-889,-69,401
27285062400,-890,-67,401
27290062400,-892,-67,400
27295062400,-890,-71,403
27300062400,-889,-71,403
27305062400,-889,-73,403
27310062400,-887,-67,403
27315062400,-889,-69,405
27320062400,-890,-68,403
27325062400,-889,-70,406
27330062400,-889,-75,405
27335062400,-889,-68,403
27340062400,-889,-69,403
27345062400,-890,-69,405
27350062400,-890,-71,405
27355062400,-888,-70,407
27360062400,-889,-73,404
27365062400,-891,-67,404
27370062400,-889,-67,405
27375062400,-888,-67,406
27380062400,-889,-69,405
27385062400,-888,-70,412
27387524570,-890,-69,413
27392524570,-889,-71,415
27397524570,-888,-73,416
27402524570,-892,-74,419
27407524570,-892,-69,419
27412524570,-896,-70,414
27417524570,-896,-64,416
27422524570,-899,-68,408
27427524570,-898,-63,409
27432524570,-899,-64,406
27437524570,-897,-63,406
27442524570,-895,-66,406
27447524570,-892,-65,405
27452524570,-888,-61,402
27457524570,-887,-67,399
27462524570,-886,-66,405
27467524570,-884,-65,405
27472524570,-882,-71,406
27477524570,-881,-67,408
27482524570,-881,-67,405
27487524570,-883,-71,407
27492524570,-881,-67,404
27497524570,-882,-70,406
27502524570,-881,-64,404
27507524570,-881,-64,406
27512524570,-879,-74,409
27517524570,-879,-73,414
27522524570,-878,-77,416
27527524570,-883,-70,419
27532524570,-889,-64,413
27537524570,-894,-58,405
27542524570,-898,-57,397
27547524570,-902,-71,351
27552524570,-899,-75,328
27557524570,-894,-75,347
27562524570,-884,-67,389
27565017268,-878,-62,411
27570017268,-878,-68,416
27575017268,-880,-73,431
27580017268,-880,-74,451
27585017268,-882,-83,429
27590017268,-886,-74,416
27595017268,-888,-72,402
27600017268,-885,-62,415
27605017268,-883,-58,421
27610017268,-886,-55,406
27615017268,-894,-58,383
27620017268,-893,-64,373
27625017268,-886,-67,389
27630017268,-880,-65,394
27635017268,-880,-67,405
27640017268,-882,-67,411
27645017268,-886,-66,414
27650017268,-889,-69,419
27655017268,-895,-69,418
27660017268,-894,-72,416
27665017268,-894,-74,416
27670017268,-892,-74,417
27675017268,-888,-73,421
27680017268,-888,-75,426
27685017268,-885,-70,426
27690017268,-885,-72,427
27695017268,-888,-73,429
27700017268,-886,-71,425
27705017268,-885,-75,427
27710017268,-884,-78,421
27715017268,-886,-74,418
27720017268,-886,-73,415
27725017268,-883,-74,411
27730017268,-880,-75,412
27735017268,-879,-73,410
27740017268,-879,-78,412
27742540484,-873,-76,407
27747540484,-876,-74,407
27752540484,-875,-71,409
27757540484,-877,-67,409
27762540484,-878,-69,411
27767540484,-880,-70,412
27772540484,-880,-75,413
27777540484,-879,-74,416
27782540484,-879,-73,416
27787540484,-881,-67,421
27792540484,-882,-74,417
27797540484,-883,-66,426
27802540484,-885,-68,426
27807540484,-884,-72,426
27812540484,-886,-74,427
27817540484,-885,-73,429
27822540484,-884,-71,427
27827540484,-885,-69,430
27832540484,-883,-67,434
27837540484,-883,-68,433
27842540484,-885,-69,426
27847540484,-885,-78,408
27852540484,-884,-73,424
27857540484,-877,-67,466
27862540484,-878,-67,457
27867540484,-886,-61,427
27872540484,-892,-68,415
27877540484,-888,-68,413
27882540484,-885,-65,413
27887540484,-883,-70,411
27892540484,-880,-70,412
27897540484,-878,-71,415
27902540484,-876,-72,428
27907540484,-874,-71,429
27912540484,-876,-69,423
27917540484,-880,-71,418
27920063690,-881,-67,413
27925063690,-883,-71,417
27930063690,-881,-71,420
27935063690,-878,-68,427
27940063690,-877,-67,423
27945063690,-879,-61,426
27950063690,-878,-62,429
27955063690,-877,-60,429
27960063690,-876,-63,429
27965063690,-878,-63,432
27970063690,-879,-65,430
27975063690,-881,-63,427
27980063690,-881,-67,426
27985063690,-884,-63,428
27990063690,-885,-64,428
27995063690,-885,-66,427
28000063690,-885,-64,422
28005063690,-885,-63,421
28010063690,-885,-61,419
28015063690,-883,-63,421
28020063690,-882,-70,426
28025063690,-882,-65,428
28030063690,-881,-65,429
28035063690,-881,-68,427
28040063690,-886,-67,423
28045063690,-885,-69,424
28050063690,-885,-68,419
28055063690,-885,-71,421
28060063690,-886,-68,417
28065063690,-886,-72,422
28070063690,-884,-69,422
28075063690,-885,-69,423
28080063690,-882,-70,426
28085063690,-883,-73,425
28090063690,-879,-68,427
28095063690,-880,-67,435
28097556368,-874,-65,433
28102556368,-873,-68,433
28107556368,-874,-67,432
28112556368,-874,-70,431
28117556368,-876,-69,432
28122556368,-878,-72,431
28127556368,-875,-64,431
28132556368,-875,-65,431
28137556368,-878,-66,428
28142556368,-880,-67,430
28147556368,-878,-65,427
28152556368,-879,-74,429
28157556368,-877,-68,433
28162556368,-878,-70,427
28167556368,-880,-71,427
28172556368,-876,-73,428
28177556368,-879,-72,429
28182556368,-877,-74,427
28187556368,-878,-73,432
28192556368,-876,-74,430
28197556368,-875,-71,435
28202556368,-876,-71,435
28207556368,-876,-74,435
28212556368,-875,-69,435
28217556368,-877,-71,436
28222556368,-878,-73,438
28227556368,-879,-68,434
28232556368,-880,-68,433
28237556368,-879,-68,430
28242556368,-878,-71,433
28247556368,-879,-71,429
28252556368,-879,-68,431
28257556368,-880,-72,436
28262556368,-881,-71,428
28267556368,-879,-74,429
28272556368,-879,-70,428
28275110076,-883,-66,430
28280110076,-878,-65,427
28285110076,-878,-69,431
28290110076,-875,-67,428
28295110076,-877,-70,428
28300110076,-877,-75,433
28305110076,-877,-69,430
28310110076,-879,-67,428
28315110076,-877,-65,429
28320110076,-881,-64,432
28325110076,-880,-64,429
28330110076,-877,-68,432
28335110076,-875,-75,448
28340110076,-872,-75,456
28345110076,-872,-74,460
28350110076,-878,-71,457
28355110076,-884,-67,447
28360110076,-886,-60,434
28365110076,-886,-61,424
28370110076,-884,-70,401
28375110076,-886,-80,367
28380110076,-884,-78,373
28385110076,-879,-71,400
28390110076,-874,-61,425
28395110076,-872,-65,435
28400110076,-865,-72,481
28405110076,-862,-70,496
28410110076,-867,-76,471
28415110076,-874,-74,437
28420110076,-879,-70,425
28425110076,-869,-62,464
28430110076,-864,-60,478
28435110076,-875,-56,446
28440110076,-884,-59,410
28445110076,-883,-64,404
28450110076,-879,-68,413
28452633308,-875,-71,419
28457633308,-874,-72,423
28462633308,-876,-73,440
28467633308,-882,-75,444
28472633308,-886,-72,436
28477633308,-888,-66,436
28482633308,-888,-67,437
28487633308,-888,-73,440
28492633308,-886,-72,440
28497633308,-885,-72,442
28502633308,-884,-71,445
28507633308,-881,-73,451
28512633308,-879,-73,452
28517633308,-877,-71,455
28522633308,-878,-69,457
28527633308,-878,-70,453
28532633308,-878,-65,442
28537633308,-878,-67,440
28542633308,-878,-66,433
28547633308,-875,-66,432
28552633308,-874,-66,427
28557633308,-873,-65,431
28562633308,-869,-65,431
28567633308,-869,-66,429
28572633308,-870,-69,429
28577633308,-872,-65,430
28582633308,-871,-69,435
28587633308,-869,-69,440
28592633308,-870,-72,442
28597633308,-873,-73,443
28602633308,-874,-69,447
28607633308,-876,-75,448
28612633308,-878,-76,452
28617633308,-880,-79,453
28622633308,-879,-71,455
28627633308,-881,-76,457
28630064966,-883,-76,455
28635064966,-880,-74,458
28640064966,-880,-72,458
28645064966,-879,-69,461
28650064966,-880,-75,458
28655064966,-877,-70,456
28660064966,-875,-74,458
28665064966,-874,-79,441
28670064966,-879,-83,423
28675064966,-867,-82,468
28680064966,-856,-70,495
28685064966,-866,-66,478
28690064966,-875,-66,445
28695064966,-875,-67,438
28700064966,-872,-65,442
28705064966,-870,-67,443
28710064966,-868,-64,447
28715064966,-869,-68,448
28720064966,-861,-67,454
28725064966,-861,-70,461
28730064966,-859,-72,459
28735064966,-862,-71,456
28740064966,-870,-69,439
28745064966,-874,-77,438
28750064966,-871,-72,447
28755064966,-866,-73,455
28760064966,-862,-69,461
28765064966,-858,-69,463
28770064966,-860,-68,458
28775064966,-865,-71,458
28780064966,-862,-66,460
28785064966,-866,-70,458
28790064966,-871,-68,457
28795064966,-872,-70,456
28800064966,-875,-72,452
28805064966,-876,-71,449
28807527110,-876,-67,449
28812527110,-875,-66,446
28817527110,-874,-64,443
28822527110,-875,-73,441
28827527110,-868,-75,449
28832527110,-870,-69,451
28837527110,-870,-74,452
28842527110,-869,-72,450
28847527110,-867,-70,452
28852527110,-869,-71,449
28857527110,-870,-73,449
28862527110,-872,-73,444
28867527110,-872,-74,447
28872527110,-873,-73,442
28877527110,-875,-74,445
28882527110,-879,-67,444
28887527110,-875,-72,448
28892527110,-876,-70,447
28897527110,-875,-72,447
28902527110,-874,-76,448
28907527110,-873,-75,453
28912527110,-873,-74,453
28917527110,-870,-78,453
28922527110,-870,-71,452
28927527110,-872,-71,449
28932527110,-872,-73,458
28937527110,-872,-72,456
28942527110,-874,-67,457
28947527110,-876,-73,455
28952527110,-875,-69,454
28957527110,-873,-71,451
28962527110,-876,-74,449
28967527110,-876,-75,446
28972527110,-875,-73,445
28977527110,-877,-75,442
28982527110,-877,-79,445
28984928260,-878,-74,438
28989928260,-877,-76,439
28994928260,-874,-78,443
28999928260,-876,-72,443
29004928260,-875,-74,444
29009928260,-875,-75,451
29014928260,-872,-75,450
29019928260,-875,-74,451
29024928260,-876,-69,451
29029928260,-876,-70,450
29034928260,-880,-68,454
29039928260,-879,-72,446
29044928260,-879,-66,448
29049928260,-878,-74,446
29054928260,-873,-73,453
29059928260,-873,-76,468
29064928260,-865,-78,472
29069928260,-871,-81,476
29074928260,-875,-68,468
29079928260,-883,-59,457
29084928260,-885,-58,446
29089928260,-883,-61,438
29094928260,-886,-71,397
29099928260,-888,-73,369
29104928260,-887,-68,369
29109928260,-881,-63,407
29114928260,-874,-59,434
29119928260,-865,-69,466
29124928260,-847,-70,503
29129928260,-835,-76,497
29134928260,-848,-74,469
29139928260,-867,-76,427
29144928260,-867,-67,464
29149928260,-846,-62,496
29154928260,-854,-58,467
29159928260,-878,-62,423
29162329394,-878,-67,419
29167329394,-870,-66,423
29172329394,-860,-67,441
29177329394,-857,-71,452
29182329394,-856,-76,460
29187329394,-865,-78,460
29192329394,-869,-81,463
29197329394,-876,-83,463
29202329394,-874,-79,469
29207329394,-876,-79,470
29212329394,-874,-84,473
29217329394,-875,-83,472
29222329394,-869,-84,471
29227329394,-869,-86,469
29232329394,-869,-85,473
29237329394,-864,-84,473
29242329394,-861,-86,468
29247329394,-860,-82,464
29252329394,-859,-80,461
29257329394,-858,-76,461
29262329394,-858,-76,456
29267329394,-854,-81,449
29272329394,-855,-78,453
29277329394,-853,-78,454
29282329394,-850,-78,455
29287329394,-850,-77,457
29292329394,-852,-78,455
29297329394,-850,-73,459
29302329394,-849,-78,458
29307329394,-848,-77,466
29312329394,-853,-79,468
29317329394,-852,-77,466
29322329394,-855,-81,466
29327329394,-858,-77,469
29332329394,-861,-75,467
29337329394,-865,-79,468
29339730528,-867,-80,465
29344730528,-868,-79,469
29349730528,-869,-78,472
29354730528,-873,-80,475
29359730528,-869,-78,477
29364730528,-871,-77,472
29369730528,-873,-75,471
29374730528,-870,-73,473
29379730528,-868,-78,475
29384730528,-868,-82,472
29389730528,-876,-87,454
29394730528,-876,-80,459
29399730528,-865,-74,505
29404730528,-865,-72,505
29409730528,-875,-71,477
29414730528,-881,-75,457
29419730528,-879,-72,452
29424730528,-879,-80,451
29429730528,-875,-83,447
29434730528,-874,-80,448
29439730528,-869,-84,457
29444730528,-865,-80,458
29449730528,-863,-78,456
29454730528,-859,-77,454
29459730528,-869,-78,441
29464730528,-868,-78,446
29469730528,-850,-78,467
29474730528,-843,-74,486
29479730528,-834,-76,492
29484730528,-835,-74,490
29489730528,-835,-75,491
29494730528,-839,-78,494
29499730528,-839,-82,489
29504730528,-850,-80,486
29509730528,-854,-80,482
29514730528,-857,-84,480
29517162190,-859,-85,471
29522162190,-858,-83,474
29527162190,-860,-79,472
29532162190,-856,-77,464
29537162190,-856,-81,468
29542162190,-849,-79,468
29547162190,-852,-79,468
29552162190,-849,-81,467
29557162190,-849,-82,465
29562162190,-854,-81,463
29567162190,-858,-79,463
29572162190,-856,-86,466
29577162190,-858,-86,461
29582162190,-862,-81,457
29587162190,-867,-81,459
29592162190,-868,-76,460
29597162190,-869,-78,460
29602162190,-872,-82,465
29607162190,-871,-79,464
29612162190,-866,-83,467
29617162190,-868,-80,463
29622162190,-864,-79,463
29627162190,-864,-78,467
29632162190,-864,-79,460
29637162190,-862,-78,463
29642162190,-865,-80,458
29647162190,-868,-81,462
29652162190,-866,-80,462
29657162190,-866,-79,458
29662162190,-868,-81,456
29667162190,-868,-79,454
29672162190,-867,-81,450
29677162190,-867,-82,448
29682162190,-864,-82,451
29687162190,-865,-84,454
29692162190,-859,-85,453
29694624334,-860,-80,459
29699624334,-858,-83,464
29704624334,-857,-84,464
29709624334,-859,-86,468
29714624334,-862,-77,470
29719624334,-864,-76,469
29724624334,-860,-75,473
29729624334,-861,-81,473
29734624334,-855,-84,478
29739624334,-853,-82,484
29744624334,-857,-85,492
29749624334,-867,-81,479
29754624334,-870,-73,463
29759624334,-870,-69,460
29764624334,-869,-67,456
29769624334,-870,-82,414
29774624334,-878,-90,390
29779624334,-884,-86,376
29784624334,-882,-77,403
29789624334,-873,-80,455
29794624334,-853,-81,490
29799624334,-830,-85,507
29804624334,-819,-89,503
29809624334,-848,-88,470
29814624334,-875,-84,457
29819624334,-870,-78,474
29824624334,-862,-67,471
29829624334,-874,-70,440
29834624334,-878,-72,421
29839624334,-871,-73,426
29844624334,-862,-74,444
29849624334,-855,-75,455
29854624334,-856,-78,461
29859624334,-861,-77,470
29864624334,-868,-75,475
29869624334,-872,-75,469
29872117032,-880,-78,470
29877117032,-880,-84,470
29882117032,-883,-83,470
29887117032,-885,-84,472
29892117032,-884,-86,466
29897117032,-880,-85,463
29902117032,-879,-80,462
29907117032,-876,-80,467
29912117032,-868,-78,470
29917117032,-865,-72,464
29922117032,-860,-72,459
29927117032,-855,-72,462
29932117032,-853,-76,459
29937117032,-850,-73,462
29942117032,-856,-74,462
29947117032,-853,-77,458
29952117032,-851,-79,462
29957117032,-849,-80,461
29962117032,-855,-81,458
29967117032,-852,-81,460
29972117032,-855,-82,458
29977117032,-855,-82,460
29982117032,-856,-86,461
29987117032,-856,-86,468
29992117032,-854,-84,467
29997117032,-861,-83,470
30002117032,-860,-84,474
30007117032,-860,-87,475
30012117032,-864,-87,474
30017117032,-866,-84,477
30022117032,-867,-81,474
30027117032,-867,-84,477
30032117032,-866,-80,474
30037117032,-869,-81,476
30042117032,-867,-80,471
30047117032,-865,-79,471
30049518172,-862,-79,475
30054518172,-862,-77,473
30059518172,-865,-88,461
30064518172,-873,-93,436
30069518172,-864,-86,481
30074518172,-853,-79,504
30079518172,-859,-75,495
30084518172,-871,-78,467
30089518172,-869,-82,458
30094518172,-872,-81,459
30099518172,-870,-81,452
30104518172,-867,-77,453
30109518172,-865,-81,457
30114518172,-856,-80,468
30119518172,-851,-75,465
30124518172,-854,-75,458
30129518172,-863,-78,439
30134518172,-863,-74,444
30139518172,-856,-75,461
30144518172,-847,-74,472
30149518172,-843,-74,480
30154518172,-840,-70,482
30159518172,-846,-73,484
30164518172,-853,-76,479
30169518172,-855,-77,479
30174518172,-861,-80,473
30179518172,-866,-81,467
30184518172,-867,-84,467
30189518172,-869,-82,468
30194518172,-873,-81,470
30199518172,-872,-79,462
30204518172,-869,-76,465
30209518172,-872,-79,468
30214518172,-867,-77,462
30219518172,-866,-78,464
30224518172,-863,-78,464
30226949834,-862,-81,467
30231949834,-862,-79,465
30236949834,-866,-80,462
30241949834,-866,-81,464
30246949834,-869,-84,464
30251949834,-869,-83,465
30256949834,-868,-80,462
30261949834,-864,-82,462
30266949834,-868,-81,465
30271949834,-862,-79,468
30276949834,-862,-75,465
30281949834,-865,-78,467
30286949834,-865,-80,468
30291949834,-866,-80,466
30296949834,-864,-80,464
30301949834,-866,-84,465
30306949834,-865,-80,464
30311949834,-866,-76,464
30316949834,-867,-77,462
30321949834,-873,-79,460
30326949834,-871,-80,457
30331949834,-876,-83,455
30336949834,-875,-82,452
30341949834,-875,-85,445
30346949834,-873,-82,448
30351949834,-870,-84,445
30356949834,-870,-83,451
30361949834,-869,-85,456
30366949834,-868,-83,462
30371949834,-868,-83,462
30376949834,-868,-82,462
30381949834,-867,-82,468
30386949834,-864,-74,465
30391949834,-861,-82,468
30396949834,-861,-89,479
30401949834,-859,-86,488
30404442506,-869,-84,479
30409442506,-876,-73,467
30414442506,-879,-67,455
30419442506,-876,-63,448
30424442506,-877,-71,408
30429442506,-878,-85,380
30434442506,-876,-90,387
30439442506,-868,-83,431
30444442506,-853,-77,481
30449442506,-849,-83,487
30454442506,-841,-82,491
30459442506,-839,-81,491
30464442506,-849,-85,484
30469442506,-868,-79,476
30474442506,-873,-79,479
30479442506,-873,-67,466
30484442506,-880,-64,422
30489442506,-883,-69,411
30494442506,-876,-73,423
30499442506,-866,-77,434
30504442506,-863,-80,444
30509442506,-855,-78,461
30514442506,-855,-77,473
30519442506,-864,-76,480
30524442506,-871,-75,478
30529442506,-878,-75,474
30534442506,-882,-75,474
30539442506,-882,-81,483
30544442506,-881,-78,475
30549442506,-880,-84,472
30554442506,-880,-84,463
30559442506,-879,-82,464
30564442506,-878,-77,464
30569442506,-877,-77,456
30574442506,-872,-73,456
30579442506,-869,-73,454
30581935194,-865,-75,449
30586935194,-860,-72,455
30591935194,-850,-69,451
30596935194,-848,-73,449
30601935194,-846,-73,455
30606935194,-845,-73,457
30611935194,-844,-76,457
30616935194,-847,-77,458
30621935194,-849,-76,459
30626935194,-849,-78,463
30631935194,-855,-77,459
30636935194,-856,-80,461
30641935194,-863,-81,466
30646935194,-866,-82,469
30651935194,-868,-82,466
30656935194,-870,-75,467
30661935194,-870,-79,470
30666935194,-870,-82,475
30671935194,-870,-82,469
30676935194,-867,-75,472
30681935194,-865,-75,471
30686935194,-871,-82,469
30691935194,-869,-82,470
30696935194,-866,-82,474
30701935194,-868,-80,475
30706935194,-869,-73,471
30711935194,-871,-72,476
30716935194,-871,-78,467
30721935194,-880,-89,444
30726935194,-881,-90,434
30731935194,-872,-82,485
30736935194,-862,-76,495
30741935194,-864,-79,477
30746935194,-871,-79,460
30751935194,-870,-80,456
30756935194,-867,-78,454
30759366862,-860,-75,451
30764366862,-862,-81,451
30769366862,-860,-78,449
30774366862,-858,-81,456
30779366862,-859,-76,454
30784366862,-852,-77,464
30789366862,-853,-73,465
30794366862,-854,-74,464
30799366862,-855,-74,465
30804366862,-851,-72,475
30809366862,-851,-77,473
30814366862,-853,-75,473
30819366862,-855,-78,467
30824366862,-862,-75,466
30829366862,-859,-79,469
30834366862,-859,-77,471
30839366862,-866,-79,469
30844366862,-865,-81,469
30849366862,-870,-81,470
30854366862,-872,-77,468
30859366862,-872,-79,468
30864366862,-874,-77,461
30869366862,-873,-74,459
30874366862,-870,-76,459
30879366862,-869,-78,455
30884366862,-867,-83,458
30889366862,-867,-82,455
30894366862,-866,-79,456
30899366862,-866,-73,459
30904366862,-866,-80,459
30909366862,-869,-83,462
30914366862,-867,-77,457
30919366862,-865,-80,461
30924366862,-865,-75,463
30929366862,-867,-77,462
30934366862,-864,-78,463
30936798514,-866,-78,463
30941798514,-866,-74,465
30946798514,-862,-75,464
30951798514,-864,-76,463
30956798514,-866,-78,458
30961798514,-866,-81,462
30966798514,-865,-75,458
30971798514,-870,-76,453
30976798514,-869,-78,454
30981798514,-872,-73,453
30986798514,-870,-76,456
30991798514,-874,-75,447
30996798514,-875,-81,450
31001798514,-875,-76,444
31006798514,-875,-74,443
31011798514,-873,-74,444
31016798514,-871,-74,454
31021798514,-873,-75,457
31026798514,-871,-75,458
31031798514,-872,-73,462
31036798514,-871,-67,467
31041798514,-873,-67,466
31046798514,-875,-67,466
31051798514,-873,-71,468
31056798514,-865,-73,472
31061798514,-866,-80,485
31066798514,-869,-79,487
31071798514,-875,-75,476
31076798514,-876,-65,458
31081798514,-876,-59,439
31086798514,-875,-68,402
31091798514,-878,-83,365
31096798514,-871,-83,385
31101798514,-854,-75,443
31106798514,-838,-68,483
31111798514,-833,-79,476
31114169110,-840,-80,493
31119169110,-854,-80,482
31124169110,-864,-83,475
31129169110,-865,-82,473
31134169110,-864,-80,480
31139169110,-868,-68,467
31144169110,-878,-65,439
31149169110,-880,-69,423
31154169110,-877,-78,416
