qewr,qerwr,asdfsa,2022-07-08 00:36:54.570416979 UTC,adsfasfdsafawefewa
time,x,y,z
14352180652,-896,-64,364
14357180652,-898,-62,362
14362180652,-899,-64,364
14367180652,-897,-67,363
14372180652,-899,-69,372
14377180652,-897,-67,382
14382180652,-900,-72,383
14387180652,-899,-77,382
14392180652,-904,-71,379
14397180652,-901,-68,391
14402180652,-902,-63,388
14407180652,-902,-65,384
14412180652,-905,-65,384
14417180652,-906,-65,380
14422180652,-904,-68,380
14427180652,-905,-65,379
14429703862,-901,-64,376
14434703862,-900,-63,373
14439703862,-898,-61,380
14444703862,-894,-66,380
14449703862,-903,-67,381
14454703862,-901,-69,373
14459703862,-903,-73,373
14464703862,-902,-68,370
14469703862,-903,-74,372
14474703862,-899,-68,372
14479703862,-898,-73,371
14484703862,-896,-71,375
14489703862,-899,-68,379
14494703862,-897,-69,381
14499703862,-901,-66,382
14504703862,-899,-69,382
14509703862,-900,-68,380
14514703862,-904,-65,378
14519703862,-903,-63,383
14524703862,-905,-67,376
14529703862,-907,-69,379
14534703862,-904,-72,384
14539703862,-906,-69,383
14544703862,-901,-74,382
14549703862,-903,-72,379
14554703862,-903,-76,379
14559703862,-906,-70,376
14564703862,-900,-69,368
14569703862,-900,-67,365
14574703862,-897,-69,371
14579703862,-895,-70,372
14584703862,-896,-73,373
14589703862,-892,-69,373
14594703862,-897,-71,367
14599703862,-894,-70,370
14604703862,-894,-73,373
14607196540,-894,-72,375
14612196540,-896,-74,376
14617196540,-894,-74,376
14622196540,-896,-74,373
14627196540,-897,-74,374
14632196540,-900,-70,378
14637196540,-896,-74,376
14642196540,-897,-69,375
14647196540,-896,-70,375
14652196540,-899,-68,379
14657196540,-900,-70,378
14662196540,-897,-68,375
14667196540,-898,-75,373
14672196540,-901,-67,376
14677196540,-899,-69,373
14682196540,-901,-72,370
14687196540,-902,-70,370
14692196540,-902,-70,372
14697196540,-902,-68,375
14702196540,-903,-70,370
14707196540,-901,-69,372
14712196540,-899,-68,376
14717196540,-902,-70,370
14722196540,-903,-69,372
14727196540,-900,-72,375
14732196540,-900,-73,368
14737196540,-899,-67,377
14742196540,-899,-72,376
14747196540,-900,-69,376
14752196540,-900,-76,377
14757196540,-896,-67,379
14762196540,-900,-70,374
14767196540,-902,-66,373
14772196540,-904,-65,373
14777196540,-903,-69,376
14782196540,-905,-67,373
14784719756,-901,-71,374
14789719756,-905,-65,374
14794719756,-903,-68,373
14799719756,-900,-71,380
14804719756,-905,-72,372
14809719756,-902,-71,370
14814719756,-903,-68,376
14819719756,-900,-73,375
14824719756,-901,-69,375
14829719756,-900,-69,373
14834719756,-902,-71,373
14839719756,-901,-72,373
14844719756,-902,-68,371
14849719756,-901,-69,372
14854719756,-902,-70,373
14859719756,-897,-71,371
14864719756,-899,-72,375
14869719756,-898,-73,375
14874719756,-899,-71,378
14879719756,-899,-68,376
14884719756,-902,-69,374
14889719756,-902,-72,371
14894719756,-903,-72,373
14899719756,-899,-72,376
14904719756,-902,-71,372
14909719756,-900,-73,375
14914719756,-902,-71,374
14919719756,-901,-68,373
14924719756,-901,-71,371
14929719756,-903,-68,370
14934719756,-900,-72,373
14939719756,-900,-71,369
14944719756,-902,-73,373
14949719756,-902,-70,371
14954719756,-902,-73,374
14959719756,-902,-72,376
14962181906,-898,-72,373
14967181906,-899,-71,367
14972181906,-900,-71,371
14977181906,-899,-72,371
14982181906,-898,-71,369
14987181906,-902,-70,373
14992181906,-902,-70,372
14997181906,-900,-73,369
15002181906,-903,-71,370
15007181906,-900,-71,368
15012181906,-898,-73,370
15017181906,-899,-71,371
15022181906,-900,-72,369
15027181906,-904,-71,374
15032181906,-902,-68,364
15037181906,-902,-68,368
15042181906,-903,-70,362
15047181906,-906,-68,359
15052181906,-902,-65,350
15057181906,-905,-68,357
15062181906,-898,-59,355
15067181906,-903,-63,361
15072181906,-902,-57,356
15077181906,-900,-54,364
15082181906,-901,-55,371
15087181906,-907,-55,376
15092181906,-914,-57,374
15097181906,-917,-59,374
15102181906,-917,-63,377
15107181906,-912,-65,376
15112181906,-916,-66,374
15117181906,-907,-71,367
15122181906,-904,-67,369
15127181906,-898,-68,367
15132181906,-895,-75,373
15137181906,-896,-78,374
15139644076,-897,-80,377
15144644076,-892,-79,386
15149644076,-898,-73,388
15154644076,-905,-61,390
15159644076,-916,-60,363
15164644076,-927,-76,303
15169644076,-926,-78,295
15174644076,-909,-72,339
15179644076,-894,-73,375
15184644076,-896,-77,364
15189644076,-899,-80,348
15194644076,-902,-82,378
15199644076,-894,-88,385
15204644076,-897,-84,380
15209644076,-894,-81,372
15214644076,-902,-71,385
15219644076,-906,-62,390
15224644076,-919,-66,354
15229644076,-919,-63,333
15234644076,-916,-66,327
15239644076,-912,-69,326
15244644076,-896,-73,334
15249644076,-894,-73,345
15254644076,-891,-72,350
15259644076,-894,-77,359
15264644076,-895,-70,353
15269644076,-895,-68,365
15274644076,-896,-72,373
15279644076,-895,-67,375
15284644076,-898,-69,376
15289644076,-901,-66,378
15294644076,-908,-65,380
15299644076,-917,-68,384
15304644076,-920,-67,378
15309644076,-923,-69,380
15314644076,-927,-71,379
15317167302,-928,-70,376
15322167302,-925,-71,371
15327167302,-922,-67,367
15332167302,-919,-70,365
15337167302,-914,-62,363
15342167302,-913,-62,357
15347167302,-907,-61,353
15352167302,-911,-62,349
15357167302,-903,-61,347
15362167302,-900,-70,352
15367167302,-901,-68,350
15372167302,-898,-70,350
15377167302,-902,-68,356
15382167302,-899,-66,350
15387167302,-901,-70,354
15392167302,-904,-68,352
15397167302,-902,-69,358
15402167302,-903,-69,357
15407167302,-902,-65,357
15412167302,-907,-63,358
15417167302,-906,-63,360
15422167302,-905,-66,357
15427167302,-906,-63,364
15432167302,-907,-66,363
15437167302,-910,-68,370
15442167302,-910,-67,373
15447167302,-914,-64,375
15452167302,-912,-68,375
15457167302,-914,-62,365
15462167302,-913,-58,363
15467167302,-911,-59,359
15472167302,-911,-61,358
15477167302,-916,-63,343
15482167302,-909,-63,347
15487167302,-900,-59,387
15492167302,-905,-56,396
15494659980,-918,-54,378
15499659980,-921,-50,359
15504659980,-920,-61,347
15509659980,-920,-61,349
15514659980,-913,-63,348
15519659980,-903,-63,347
15524659980,-901,-61,347
15529659980,-898,-63,355
15534659980,-895,-68,361
15539659980,-897,-64,364
15544659980,-901,-62,364
15549659980,-899,-59,356
15554659980,-901,-62,354
15559659980,-899,-60,350
15564659980,-898,-63,348
15569659980,-901,-64,349
15574659980,-898,-66,349
15579659980,-901,-68,351
15584659980,-899,-66,357
15589659980,-902,-68,356
15594659980,-902,-72,364
15599659980,-907,-68,367
15604659980,-908,-67,368
15609659980,-910,-67,367
15614659980,-911,-69,365
15619659980,-912,-70,365
15624659980,-912,-71,371
15629659980,-913,-72,368
15634659980,-912,-69,365
15639659980,-913,-71,361
15644659980,-913,-71,363
15649659980,-909,-70,358
15654659980,-911,-68,356
15659659980,-912,-73,355
15664659980,-907,-74,360
15669659980,-909,-70,360
15672213688,-908,-74,355
15677213688,-912,-74,352
15682213688,-910,-73,355
15687213688,-907,-72,353
15692213688,-907,-73,354
15697213688,-901,-73,357
15702213688,-901,-72,353
15707213688,-904,-71,358
15712213688,-902,-74,361
15717213688,-906,-68,359
15722213688,-907,-68,358
15727213688,-904,-68,357
15732213688,-905,-67,353
15737213688,-907,-71,354
15742213688,-907,-70,353
15747213688,-907,-67,347
15752213688,-905,-70,351
15757213688,-905,-70,354
15762213688,-906,-69,355
15767213688,-902,-67,357
15772213688,-902,-69,361
15777213688,-905,-72,360
15782213688,-908,-66,364
15787213688,-906,-66,360
15792213688,-912,-68,362
15797213688,-909,-67,365
15802213688,-910,-67,361
15807213688,-907,-63,357
15812213688,-908,-67,360
15817213688,-904,-63,357
15822213688,-906,-63,357
15827213688,-907,-66,358
15832213688,-910,-68,353
15837213688,-909,-67,358
15842213688,-909,-62,353
15847213688,-909,-65,356
15849706392,-909,-71,357
15854706392,-909,-64,359
15859706392,-910,-69,358
15864706392,-906,-65,356
15869706392,-909,-68,355
15874706392,-907,-65,353
15879706392,-907,-66,355
15884706392,-907,-63,355
15889706392,-907,-69,359
15894706392,-902,-65,356
15899706392,-907,-63,358
15904706392,-908,-66,357
15909706392,-907,-65,355
15914706392,-904,-65,359
15919706392,-905,-63,356
15924706392,-904,-68,358
15929706392,-904,-64,355
15934706392,-903,-65,356
15939706392,-902,-65,357
15944706392,-907,-62,357
15949706392,-903,-67,358
15954706392,-903,-70,354
15959706392,-906,-65,359
15964706392,-903,-65,355
15969706392,-903,-62,356
15974706392,-907,-67,355
15979706392,-906,-68,357
15984706392,-904,-65,358
15989706392,-903,-68,355
15994706392,-903,-66,363
15999706392,-907,-70,359
16004706392,-903,-67,361
16009706392,-906,-64,356
16014706392,-906,-69,362
16019706392,-904,-66,360
16024706392,-904,-62,363
16027199080,-905,-68,360
16032199080,-904,-67,359
16037199080,-909,-70,360
16042199080,-901,-66,360
16047199080,-906,-68,361
16052199080,-903,-70,359
16057199080,-907,-67,360
16062199080,-907,-65,359
16067199080,-906,-65,359
16072199080,-905,-67,360
16077199080,-907,-68,360
16082199080,-905,-70,361
16087199080,-907,-70,360
16092199080,-906,-67,363
16097199080,-905,-66,364
16102199080,-902,-67,362
16107199080,-905,-66,358
16112199080,-903,-71,364
16117199080,-904,-68,364
16122199080,-907,-68,362
16127199080,-904,-67,361
16132199080,-905,-70,356
16137199080,-907,-64,365
16142199080,-904,-66,361
16147199080,-902,-68,364
16152199080,-906,-66,362
16157199080,-907,-68,357
16162199080,-903,-69,361
16167199080,-909,-68,358
16172199080,-904,-66,354
16177199080,-905,-63,362
16182199080,-907,-63,359
16187199080,-908,-64,352
16192199080,-908,-66,356
16197199080,-905,-67,359
16202199080,-905,-66,359
16204752788,-904,-68,365
16209752788,-904,-65,364
16214752788,-910,-68,361
16219752788,-906,-64,357
16224752788,-910,-67,364
16229752788,-910,-66,357
16234752788,-909,-67,357
16239752788,-907,-68,355
16244752788,-905,-70,360
16249752788,-903,-72,370
16254752788,-908,-68,373
16259752788,-913,-59,374
16264752788,-921,-54,354
16269752788,-930,-63,305
16274752788,-923,-73,286
16279752788,-909,-71,321
16284752788,-893,-65,364
16289752788,-897,-63,366
16294752788,-906,-66,338
16299752788,-907,-71,343
16304752788,-904,-78,370
16309752788,-901,-70,381
16314752788,-902,-75,365
16319752788,-905,-73,372
16324752788,-906,-66,377
16329752788,-911,-64,381
16334752788,-917,-66,361
16339752788,-925,-67,338
16344752788,-928,-71,330
16349752788,-928,-73,337
16354752788,-925,-72,332
16359752788,-909,-72,338
16364752788,-906,-71,347
16369752788,-898,-67,358
16374752788,-901,-65,360
16379752788,-898,-61,367
16382306512,-899,-58,367
16387306512,-899,-61,370
16392306512,-897,-59,366
16397306512,-899,-62,372
16402306512,-906,-63,368
16407306512,-907,-66,370
16412306512,-913,-73,373
16417306512,-918,-72,366
16422306512,-917,-71,364
16427306512,-920,-74,364
16432306512,-916,-71,359
16437306512,-911,-71,358
16442306512,-910,-66,354
16447306512,-904,-66,350
16452306512,-909,-69,340
16457306512,-905,-68,344
16462306512,-900,-66,344
16467306512,-896,-64,338
16472306512,-897,-68,339
16477306512,-895,-67,351
16482306512,-896,-66,349
16487306512,-897,-73,352
16492306512,-898,-70,357
16497306512,-900,-73,359
16502306512,-902,-73,360
16507306512,-901,-70,358
16512306512,-901,-74,365
16517306512,-904,-72,363
16522306512,-906,-71,365
16527306512,-905,-72,360
16532306512,-905,-69,362
16537306512,-907,-73,366
16542306512,-910,-71,365
16547306512,-909,-73,370
16552306512,-908,-73,371
16557306512,-907,-71,372
16559860236,-910,-72,366
16564860236,-909,-73,368
16569860236,-910,-69,361
16574860236,-914,-65,356
16579860236,-907,-69,350
16584860236,-913,-73,330
16589860236,-907,-79,338
16594860236,-901,-72,385
16599860236,-898,-67,397
16604860236,-911,-61,373
16609860236,-921,-61,356
16614860236,-919,-68,353
16619860236,-914,-71,354
16624860236,-907,-71,342
16629860236,-907,-73,343
16634860236,-905,-75,342
16639860236,-902,-73,345
16644860236,-896,-70,358
16649860236,-896,-66,359
16654860236,-896,-64,362
16659860236,-902,-66,358
16664860236,-907,-65,355
16669860236,-903,-66,350
16674860236,-904,-64,352
16679860236,-902,-67,349
16684860236,-906,-65,349
16689860236,-909,-71,358
16694860236,-904,-70,351
16699860236,-904,-71,363
16704860236,-909,-70,362
16709860236,-907,-73,364
16714860236,-912,-68,366
16719860236,-913,-69,368
16724860236,-915,-73,366
16729860236,-914,-69,365
16734860236,-916,-68,368
16737413960,-916,-69,366
16742413960,-913,-67,362
16747413960,-910,-66,363
16752413960,-910,-62,361
16757413960,-908,-67,349
16762413960,-908,-65,354
16767413960,-909,-66,354
16772413960,-907,-65,362
16777413960,-906,-63,363
16782413960,-907,-67,352
16787413960,-907,-68,358
16792413960,-905,-64,361
16797413960,-907,-68,356
16802413960,-902,-69,357
16807413960,-906,-66,353
16812413960,-907,-68,355
16817413960,-905,-68,354
16822413960,-904,-66,354
16827413960,-907,-63,358
16832413960,-905,-65,353
16837413960,-908,-65,355
16842413960,-905,-66,352
16847413960,-906,-66,354
16852413960,-906,-62,356
16857413960,-907,-63,356
16862413960,-903,-69,354
16867413960,-904,-64,356
16872413960,-906,-65,358
16877413960,-906,-67,362
16882413960,-908,-66,365
16887413960,-912,-68,362
16892413960,-910,-70,366
16897413960,-913,-69,362
16902413960,-913,-67,367
16907413960,-914,-66,363
16912413960,-907,-64,368
16914937192,-908,-61,358
16919937192,-909,-62,362
16924937192,-905,-63,364
16929937192,-908,-65,364
16934937192,-907,-68,361
16939937192,-906,-65,353
16944937192,-909,-63,354
16949937192,-904,-64,352
16954937192,-907,-68,356
16959937192,-907,-62,353
16964937192,-906,-62,350
16969937192,-909,-66,355
16974937192,-910,-63,357
16979937192,-911,-70,352
16984937192,-913,-66,352
16989937192,-907,-68,354
16994937192,-906,-64,352
16999937192,-907,-64,354
17004937192,-908,-65,354
17009937192,-904,-64,352
17014937192,-907,-73,358
17019937192,-906,-69,359
17024937192,-904,-71,353
17029937192,-905,-70,349
17034937192,-903,-70,358
17039937192,-905,-70,361
17044937192,-903,-69,356
17049937192,-906,-68,356
17054937192,-905,-68,356
17059937192,-905,-73,354
17064937192,-905,-71,354
17069937192,-902,-66,353
17074937192,-906,-69,351
17079937192,-907,-67,354
17084937192,-906,-66,357
17089937192,-914,-68,359
17092460398,-911,-72,362
17097460398,-912,-64,356
17102460398,-911,-68,355
17107460398,-909,-69,357
17112460398,-911,-64,356
17117460398,-911,-67,356
17122460398,-910,-66,360
17127460398,-908,-65,357
17132460398,-912,-66,363
17137460398,-909,-63,355
17142460398,-911,-62,356
17147460398,-910,-63,359
17152460398,-907,-65,361
17157460398,-910,-64,358
17162460398,-905,-65,361
17167460398,-907,-64,354
17172460398,-909,-67,356
17177460398,-908,-66,354
17182460398,-904,-64,352
17187460398,-904,-68,355
17192460398,-904,-67,355
17197460398,-901,-72,357
17202460398,-906,-65,351
17207460398,-903,-66,356
17212460398,-903,-68,353
17217460398,-902,-69,356
17222460398,-904,-69,359
17227460398,-898,-72,358
17232460398,-901,-72,358
17237460398,-906,-72,358
17242460398,-903,-70,359
17247460398,-905,-72,360
17252460398,-910,-73,357
17257460398,-903,-73,358
17262460398,-901,-77,355
17267460398,-898,-83,368
17269983604,-905,-74,378
17274983604,-908,-69,385
17279983604,-917,-61,367
17284983604,-929,-66,328
17289983604,-926,-72,290
17294983604,-915,-72,300
17299983604,-901,-69,350
17304983604,-899,-71,363
17309983604,-903,-64,351
17314983604,-905,-73,343
17319983604,-906,-76,376
17324983604,-907,-76,384
17329983604,-907,-74,370
17334983604,-901,-77,366
17339983604,-898,-73,384
17344983604,-901,-67,390
17349983604,-909,-64,376
17354983604,-912,-63,346
17359983604,-911,-65,342
17364983604,-907,-64,340
17369983604,-898,-72,338
17374983604,-895,-75,340
17379983604,-893,-81,346
17384983604,-893,-80,355
17389983604,-895,-81,354
17394983604,-897,-76,361
17399983604,-902,-70,364
17404983604,-903,-70,361
17409983604,-901,-69,365
17414983604,-901,-70,373
17419983604,-906,-67,374
17424983604,-907,-69,377
17429983604,-910,-72,383
17434983604,-915,-76,377
17439983604,-914,-76,379
17444983604,-920,-73,377
17447537302,-917,-75,371
17452537302,-914,-70,371
17457537302,-914,-68,365
17462537302,-907,-70,363
17467537302,-907,-64,357
17472537302,-904,-67,349
17477537302,-904,-65,347
17482537302,-900,-64,343
17487537302,-897,-66,345
17492537302,-895,-66,346
17497537302,-899,-65,355
17502537302,-898,-71,352
17507537302,-897,-69,357
17512537302,-899,-66,357
17517537302,-899,-68,359
17522537302,-905,-70,361
17527537302,-900,-70,363
17532537302,-907,-72,363
17537537302,-907,-71,371
17542537302,-904,-70,367
17547537302,-906,-73,368
17552537302,-906,-72,367
17557537302,-906,-65,372
17562537302,-903,-69,371
17567537302,-909,-69,372
17572537302,-908,-71,374
17577537302,-911,-67,372
17582537302,-907,-70,369
17587537302,-911,-66,371
17592537302,-905,-63,368
17597537302,-911,-67,351
17602537302,-912,-73,336
17607537302,-905,-72,361
17612537302,-904,-68,396
17617537302,-905,-62,395
17622537302,-918,-59,373
17625060534,-917,-62,354
17630060534,-912,-63,366
17635060534,-906,-68,360
17640060534,-903,-72,357
17645060534,-901,-70,354
17650060534,-905,-75,349
17655060534,-903,-74,349
17660060534,-899,-71,355
17665060534,-896,-71,367
17670060534,-897,-68,361
17675060534,-899,-64,361
17680060534,-898,-64,355
17685060534,-899,-68,356
17690060534,-899,-64,361
17695060534,-897,-67,356
17700060534,-899,-71,357
17705060534,-898,-69,359
17710060534,-900,-66,366
17715060534,-901,-71,369
17720060534,-903,-72,368
17725060534,-904,-70,369
17730060534,-908,-70,373
17735060534,-912,-66,378
17740060534,-907,-68,372
17745060534,-907,-67,369
17750060534,-909,-73,368
17755060534,-910,-67,365
17760060534,-905,-67,363
17765060534,-911,-70,367
17770060534,-908,-69,364
17775060534,-907,-71,365
17780060534,-903,-69,365
17785060534,-906,-69,367
17790060534,-905,-72,365
17795060534,-903,-73,362
17800060534,-908,-76,362
17802614232,-910,-75,363
17807614232,-899,-73,362
17812614232,-901,-71,358
17817614232,-902,-73,354
17822614232,-899,-71,359
17827614232,-897,-72,360
17832614232,-898,-69,364
17837614232,-901,-73,355
17842614232,-902,-73,353
17847614232,-911,-71,350
17852614232,-910,-68,350
17857614232,-914,-62,348
17862614232,-917,-63,346
17867614232,-916,-63,357
17872614232,-915,-59,354
17877614232,-916,-62,355
17882614232,-919,-60,356
17887614232,-916,-58,360
17892614232,-918,-61,360
17897614232,-914,-67,362
17902614232,-912,-65,364
17907614232,-909,-66,368
17912614232,-910,-66,366
17917614232,-907,-68,363
17922614232,-905,-72,368
17927614232,-904,-70,370
17932614232,-906,-67,364
17937614232,-900,-75,362
17942614232,-905,-69,360
17947614232,-907,-73,358
17952614232,-902,-71,355
17957614232,-900,-68,357
17962614232,-903,-72,358
17967614232,-902,-72,350
17972614232,-901,-69,353
17977614232,-903,-70,356
17980137464,-904,-73,357
17985137464,-904,-75,360
17990137464,-904,-71,363
17995137464,-905,-70,361
18000137464,-908,-70,360
18005137464,-904,-68,361
18010137464,-904,-63,361
18015137464,-910,-69,362
18020137464,-905,-67,364
18025137464,-904,-68,367
18030137464,-904,-70,362
18035137464,-910,-68,366
18040137464,-906,-67,364
18045137464,-907,-66,363
18050137464,-912,-68,360
18055137464,-907,-68,367
18060137464,-905,-66,364
18065137464,-906,-68,363
18070137464,-902,-70,366
18075137464,-904,-69,367
18080137464,-904,-68,365
18085137464,-905,-71,363
18090137464,-904,-71,360
18095137464,-904,-68,366
18100137464,-903,-71,366
18105137464,-903,-73,361
18110137464,-903,-71,367
18115137464,-903,-70,367
18120137464,-900,-74,367
18125137464,-898,-74,368
18130137464,-899,-75,366
18135137464,-900,-73,368
18140137464,-899,-69,368
18145137464,-901,-71,362
18150137464,-899,-74,366
18155137464,-903,-70,367
18157599614,-904,-66,364
18162599614,-903,-69,368
18167599614,-901,-71,367
18172599614,-901,-72,366
18177599614,-902,-72,370
18182599614,-898,-69,372
18187599614,-899,-72,374
18192599614,-898,-70,373
18197599614,-900,-71,376
18202599614,-899,-71,376
18207599614,-900,-67,380
18212599614,-900,-72,382
18217599614,-902,-71,376
18222599614,-901,-68,381
18227599614,-898,-69,380
18232599614,-897,-71,384
18237599614,-899,-73,385
18242599614,-897,-69,390
18247599614,-897,-69,394
18252599614,-910,-63,388
18257599614,-915,-59,380
18262599614,-919,-56,355
18267599614,-914,-74,319
18272599614,-907,-76,308
18277599614,-900,-69,322
18282599614,-896,-67,352
18287599614,-899,-63,355
18292599614,-896,-67,359
18297599614,-896,-74,395
18302599614,-893,-75,393
18307599614,-895,-75,380
18312599614,-891,-74,372
18317599614,-886,-70,393
18322599614,-885,-65,406
18327599614,-890,-60,403
18332599614,-901,-61,377
18335122840,-906,-63,353
18340122840,-898,-69,352
18345122840,-893,-71,361
18350122840,-888,-75,365
18355122840,-891,-72,364
18360122840,-894,-74,372
18365122840,-898,-78,375
18370122840,-900,-68,372
18375122840,-903,-69,375
18380122840,-905,-68,371
18385122840,-904,-70,368
18390122840,-906,-68,368
18395122840,-907,-64,376
18400122840,-909,-60,376
18405122840,-909,-63,375
18410122840,-911,-66,372
18415122840,-907,-66,369
18420122840,-908,-66,363
18425122840,-907,-64,367
18430122840,-904,-65,366
18435122840,-900,-65,372
18440122840,-895,-64,374
18445122840,-893,-69,371
18450122840,-891,-66,378
18455122840,-892,-67,379
18460122840,-892,-65,380
18465122840,-895,-63,389
18470122840,-892,-69,382
18475122840,-893,-69,388
18480122840,-895,-70,388
18485122840,-894,-71,391
18490122840,-895,-69,391
18495122840,-897,-69,387
18500122840,-898,-73,389
18505122840,-899,-70,385
18510122840,-898,-71,383
18512615518,-898,-65,381
18517615518,-903,-74,385
18522615518,-903,-68,385
18527615518,-901,-71,375
18532615518,-904,-71,384
18537615518,-902,-68,380
18542615518,-902,-70,378
18547615518,-903,-72,382
18552615518,-900,-71,383
18557615518,-900,-63,382
18562615518,-900,-68,381
18567615518,-901,-74,364
18572615518,-902,-78,355
18577615518,-893,-72,392
18582615518,-895,-62,409
18587615518,-902,-65,403
18592615518,-913,-63,385
18597615518,-915,-67,373
18602615518,-905,-70,379
18607615518,-901,-72,378
18612615518,-898,-75,371
18617615518,-898,-73,376
18622615518,-896,-74,373
18627615518,-894,-75,376
18632615518,-894,-75,374
18637615518,-896,-68,372
18642615518,-900,-69,362
18647615518,-896,-72,367
18652615518,-894,-69,370
18657615518,-891,-67,375
18662615518,-890,-65,379
18667615518,-892,-67,382
18672615518,-894,-66,378
18677615518,-894,-70,381
18682615518,-895,-71,383
18687615518,-899,-71,384
18690077678,-899,-70,381
18695077678,-899,-73,381
18700077678,-904,-74,386
18705077678,-900,-68,383
18710077678,-904,-69,380
18715077678,-905,-66,382
18720077678,-907,-68,378
18725077678,-904,-64,375
18730077678,-903,-66,378
18735077678,-907,-73,385
18740077678,-901,-74,386
18745077678,-901,-69,380
18750077678,-904,-70,379
18755077678,-901,-71,376
18760077678,-897,-70,371
18765077678,-897,-71,369
18770077678,-898,-72,369
18775077678,-896,-71,371
18780077678,-897,-71,372
18785077678,-896,-67,370
18790077678,-899,-64,372
18795077678,-896,-69,371
18800077678,-895,-66,375
18805077678,-896,-69,374
18810077678,-896,-70,379
18815077678,-897,-66,380
18820077678,-898,-68,376
18825077678,-896,-67,380
18830077678,-896,-68,376
18835077678,-898,-68,377
18840077678,-900,-65,376
18845077678,-900,-65,373
18850077678,-902,-69,375
18855077678,-902,-64,372
18860077678,-900,-67,373
18865077678,-904,-70,371
18867570376,-900,-68,380
18872570376,-902,-66,373
18877570376,-899,-64,370
18882570376,-901,-63,372
18887570376,-902,-70,375
18892570376,-899,-66,372
18897570376,-902,-66,372
18902570376,-900,-74,371
18907570376,-902,-73,374
18912570376,-900,-67,373
18917570376,-898,-70,378
18922570376,-901,-73,374
18927570376,-900,-68,376
18932570376,-899,-68,372
18937570376,-902,-72,379
18942570376,-904,-69,372
18947570376,-900,-67,375
18952570376,-900,-69,383
18957570376,-901,-69,379
18962570376,-900,-74,377
18967570376,-904,-70,373
18972570376,-901,-68,373
18977570376,-905,-63,375
18982570376,-900,-64,369
18987570376,-902,-65,376
18992570376,-902,-63,372
18997570376,-901,-65,371
19002570376,-903,-67,369
19007570376,-900,-70,377
19012570376,-901,-64,372
19017570376,-900,-66,373
19022570376,-899,-66,375
19027570376,-897,-70,375
19032570376,-898,-66,373
19037570376,-899,-67,380
19042570376,-897,-72,380
19045063064,-897,-68,386
19050063064,-893,-72,382
19055063064,-895,-70,392
19060063064,-900,-68,391
19065063064,-907,-61,387
19070063064,-918,-57,379
19075063064,-915,-60,376
19080063064,-912,-68,340
19085063064,-909,-74,316
19090063064,-902,-74,316
19095063064,-900,-64,328
19100063064,-899,-61,348
19105063064,-895,-66,375
19110063064,-888,-78,396
19115063064,-891,-77,396
19120063064,-894,-77,399
19125063064,-893,-70,385
19130063064,-895,-67,387
19135063064,-891,-63,408
19140063064,-893,-60,405
19145063064,-911,-59,384
19150063064,-920,-61,359
19155063064,-919,-61,346
19160063064,-909,-65,352
19165063064,-908,-70,354
19170063064,-908,-72,358
19175063064,-903,-70,364
19180063064,-910,-71,375
19185063064,-909,-68,379
19190063064,-906,-68,384
19195063064,-909,-74,392
19200063064,-908,-70,395
19205063064,-903,-73,393
19210063064,-902,-70,395
19215063064,-898,-68,400
19220063064,-900,-73,398
19222616772,-902,-70,399
19227616772,-899,-68,394
19232616772,-904,-67,393
19237616772,-899,-64,386
19242616772,-900,-64,384
19247616772,-894,-68,378
19252616772,-895,-67,365
19257616772,-890,-67,362
19262616772,-890,-67,359
19267616772,-886,-65,353
19272616772,-883,-65,346
19277616772,-884,-65,356
19282616772,-883,-63,374
19287616772,-883,-63,386
19292616772,-885,-65,391
19297616772,-884,-66,398
19302616772,-886,-72,403
19307616772,-886,-69,404
19312616772,-891,-72,404
19317616772,-892,-72,407
19322616772,-894,-77,411
19327616772,-896,-74,407
19332616772,-900,-71,406
19337616772,-900,-73,405
19342616772,-904,-72,400
19347616772,-905,-73,394
19352616772,-906,-66,394
19357616772,-902,-75,390
19362616772,-899,-73,393
19367616772,-898,-72,394
19372616772,-894,-68,388
19377616772,-892,-76,380
19382616772,-894,-80,359
19387616772,-890,-83,349
19392616772,-884,-80,392
19397616772,-880,-76,411
19400170496,-889,-72,400
19405170496,-895,-74,384
19410170496,-896,-76,380
19415170496,-894,-75,381
19420170496,-894,-72,376
19425170496,-896,-70,381
19430170496,-894,-73,382
19435170496,-891,-73,383
19440170496,-893,-76,382
19445170496,-893,-68,384
19450170496,-891,-74,377
19455170496,-892,-74,376
19460170496,-889,-78,387
19465170496,-890,-74,393
19470170496,-891,-73,395
19475170496,-887,-73,395
19480170496,-887,-72,393
19485170496,-888,-73,400
19490170496,-889,-78,396
19495170496,-890,-77,395
19500170496,-890,-78,401
19505170496,-889,-80,398
19510170496,-895,-76,396
19515170496,-890,-73,399
19520170496,-892,-72,396
19525170496,-896,-73,392
19530170496,-897,-72,389
19535170496,-899,-72,388
19540170496,-896,-74,387
19545170496,-898,-74,392
19550170496,-901,-71,391
19555170496,-896,-73,391
19560170496,-894,-76,389
19565170496,-899,-75,387
19570170496,-896,-72,379
19575170496,-894,-74,380
19577754748,-899,-68,381
19582754748,-898,-71,385
19587754748,-896,-72,384
19592754748,-899,-70,388
19597754748,-899,-77,388
19602754748,-898,-70,387
19607754748,-897,-68,392
19612754748,-896,-65,392
19617754748,-897,-65,392
19622754748,-898,-67,392
19627754748,-896,-70,394
19632754748,-898,-67,393
