qewr,qerwr,asdfsa,2022-07-08 00:36:54.570416979 UTC,adsfasfdsafawefewa
time,val
3007259248,261
3014951555,252
3022643862,280
3030336169,294
3038028476,291
3045720783,270
3053413090,235
3061105397,219
3068797704,196
3076490011,137
3084182318,163
3091874625,282
3099566932,326
3107259239,319
3114951546,350
3122643853,359
3130336160,324
3138028467,308
3145720774,319
3153413081,303
3161105388,259
3168797695,217
3176490002,170
3184182309,109
3191874616,56
3199566923,9
3207259230,-25
3214951537,-28
3222643844,-14
3230336151,-7
3238028458,-4
3245720765,-2
3253413072,-4
3261105379,2
3268797686,18
3276489993,37
3284182300,53
3291874607,70
3299566914,67
3307259221,56
3314951528,46
3322643835,28
3330336142,25
3338028449,37
3345720756,32
3353413063,28
3361105370,23
3368698912,11
3376391219,14
3384083526,16
3391775833,-16
3399468140,-42
3407160447,-28
3414852754,-11
3422545061,-4
3430237368,0
3437929675,11
3445621982,25
3453314289,37
3461006596,49
3468698903,53
3476391210,49
3484083517,49
3491775824,58
3499468131,51
3507160438,32
3514852745,44
3522545052,77
3530237359,86
3537929666,67
3545621973,56
3553314280,67
3561006587,77
3568698894,67
3576391201,65
3584083508,84
3591775815,95
3599468122,98
3607160429,100
3614852736,98
3622545043,121
3630237350,277
3637929657,611
3645621964,1121
3653314271,1716
3661006578,1719
3668698885,537
3676391192,-495
3684083499,-151
3691775806,184
3699468113,-130
3707160420,-149
3714852727,25
3722545034,-32
3730237341,-63
3737929648,16
3745621955,32
3753314262,25
3761006569,53
3768698876,67
3776391183,77
3784083490,105
3791775797,128
3799468104,140
3807160411,151
3814852718,175
3822545025,200
3830237332,217
3837929639,214
3845621946,205
